"","SCHOOL.CODE","PUBLIC..PRIVATE","Public.School.District.ID","PUBLIC.SCHOOL.DISTRICT","CITY","COUNTY","SCHOOL.NAME","ENROLLMENT","UP_TO_DATE","CONDITIONAL","PME","PBE_BETA","DTP","POLIO","MMR","HEPB","VARICELLA","REPORTED","DTP_Perc","POLIO_Perc","MMR_Perc","HEPB_Perc","UP_TO_DATE_Perc","CONDITIONAL_Perc"
"4927",6048821,"PUBLIC","635430","SANTA CLARA UNIFIED","SANTA CLARA","SANTA CLARA","BRIARWOOD ELEMENTARY",90,90,0,0,0,90,90,90,90,90,"Y",100,100,100,100,100,0
"4928",6048847,"PUBLIC","635430","SANTA CLARA UNIFIED","SANTA CLARA","SANTA CLARA","C. W. HAMAN ELEMENTARY",60,59,0,0,1,59,59,59,59,59,"Y",98.3333333333333,98.3333333333333,98.3333333333333,98.3333333333333,98.3333333333333,0
"4929",6048870,"PUBLIC","635430","SANTA CLARA UNIFIED","ALVISO","SANTA CLARA","GEORGE MAYNE ELEMENTARY",92,90,2,0,0,90,90,90,90,90,"Y",97.8260869565217,97.8260869565217,97.8260869565217,97.8260869565217,97.8260869565217,2.17391304347826
"4930",6048896,"PUBLIC","635430","SANTA CLARA UNIFIED","SANTA CLARA","SANTA CLARA","KATHRYN HUGHES ELEMENTARY",86,62,22,0,2,68,73,71,78,83,"Y",79.0697674418605,84.8837209302326,82.5581395348837,90.6976744186046,72.093023255814,25.5813953488372
"4931",6048904,"PUBLIC","635430","SANTA CLARA UNIFIED","SANTA CLARA","SANTA CLARA","LAURELWOOD ELEMENTARY",129,124,3,0,2,126,127,126,125,126,"Y",97.6744186046512,98.4496124031008,97.6744186046512,96.8992248062015,96.1240310077519,2.32558139534884
"4932",6048920,"PUBLIC","635430","SANTA CLARA UNIFIED","SANTA CLARA","SANTA CLARA","MILLIKIN ELEMENTARY",90,88,0,0,2,88,88,88,88,88,"Y",97.7777777777778,97.7777777777778,97.7777777777778,97.7777777777778,97.7777777777778,0
"4933",6048938,"PUBLIC","635430","SANTA CLARA UNIFIED","SANTA CLARA","SANTA CLARA","MONTAGUE ELEMENTARY",87,66,21,0,0,70,72,76,85,86,"Y",80.4597701149425,82.7586206896552,87.3563218390805,97.7011494252874,75.8620689655172,24.1379310344828
"4934",6048987,"PUBLIC","635430","SANTA CLARA UNIFIED","SANTA CLARA","SANTA CLARA","POMEROY ELEMENTARY",97,93,2,0,2,93,94,94,93,94,"Y",95.8762886597938,96.9072164948454,96.9072164948454,95.8762886597938,95.8762886597938,2.06185567010309
"4935",6048995,"PUBLIC","635430","SANTA CLARA UNIFIED","SUNNYVALE","SANTA CLARA","PONDEROSA ELEMENTARY",93,88,3,0,2,90,91,88,91,91,"Y",96.7741935483871,97.8494623655914,94.6236559139785,97.8494623655914,94.6236559139785,3.2258064516129
"4936",6049019,"PUBLIC","635430","SANTA CLARA UNIFIED","SANTA CLARA","SANTA CLARA","SCOTT LANE ELEMENTARY",86,86,0,0,0,86,86,86,86,86,"Y",100,100,100,100,100,0
"4937",6049027,"PUBLIC","635430","SANTA CLARA UNIFIED","SANTA CLARA","SANTA CLARA","SUTTER ELEMENTARY",87,85,0,0,2,85,85,85,85,85,"Y",97.7011494252874,97.7011494252874,97.7011494252874,97.7011494252874,97.7011494252874,0
"4938",6049035,"PUBLIC","635430","SANTA CLARA UNIFIED","SANTA CLARA","SANTA CLARA","WASHINGTON ELEMENTARY",74,62,3,1,8,65,65,65,62,65,"Y",87.8378378378378,87.8378378378378,87.8378378378378,83.7837837837838,83.7837837837838,4.05405405405405
"4939",6049043,"PUBLIC","635430","SANTA CLARA UNIFIED","SANTA CLARA","SANTA CLARA","WESTWOOD ELEMENTARY",100,85,9,0,6,90,94,90,90,94,"Y",90,94,90,90,85,9
"4940",6049860,"PUBLIC","635590","SANTA CRUZ CITY ELEMENTARY","SANTA CRUZ","SANTA CRUZ","BAY VIEW ELEMENTARY",101,83,7,1,10,85,86,84,87,86,"Y",84.1584158415842,85.1485148514851,83.1683168316832,86.1386138613861,82.1782178217822,6.93069306930693
"4941",6049886,"PUBLIC","635590","SANTA CRUZ CITY ELEMENTARY","SANTA CRUZ","SANTA CRUZ","DE LAVEAGA ELEMENTARY",110,92,3,0,15,94,94,94,94,95,"Y",85.4545454545455,85.4545454545455,85.4545454545455,85.4545454545455,83.6363636363636,2.72727272727273
"4942",6049894,"PUBLIC","635590","SANTA CRUZ CITY ELEMENTARY","SANTA CRUZ","SANTA CRUZ","GAULT ELEMENTARY",73,66,0,0,7,66,66,66,66,66,"Y",90.4109589041096,90.4109589041096,90.4109589041096,90.4109589041096,90.4109589041096,0
"4943",6049928,"PUBLIC","635590","SANTA CRUZ CITY ELEMENTARY","SANTA CRUZ","SANTA CRUZ","WESTLAKE ELEMENTARY",108,81,15,0,12,87,87,86,89,93,"Y",80.5555555555556,80.5555555555556,79.6296296296296,82.4074074074074,75,13.8888888888889
"4944",6108203,"PUBLIC","635590","SANTA CRUZ CITY ELEMENTARY","SANTA CRUZ","SANTA CRUZ","SANTA CRUZ CITY ELEMENTARY ALTERNATIVE EDUCATION-MONARCH",15,8,4,0,3,10,9,10,10,11,"Y",66.6666666666667,60,66.6666666666667,66.6666666666667,53.3333333333333,26.6666666666667
"4945",6022537,"PUBLIC","635700","SANTA MONICA-MALIBU UNIFIED","MALIBU","LOS ANGELES","JUAN CABRILLO ELEMENTARY",34,24,3,0,7,27,27,26,24,26,"Y",79.4117647058823,79.4117647058823,76.4705882352941,70.5882352941177,70.5882352941177,8.82352941176471
"4946",6022545,"PUBLIC","635700","SANTA MONICA-MALIBU UNIFIED","SANTA MONICA","LOS ANGELES","EDISON ELEMENTARY",76,75,0,0,1,75,75,75,75,75,"Y",98.6842105263158,98.6842105263158,98.6842105263158,98.6842105263158,98.6842105263158,0
"4947",6022552,"PUBLIC","635700","SANTA MONICA-MALIBU UNIFIED","SANTA MONICA","LOS ANGELES","FRANKLIN ELEMENTARY",150,128,4,0,18,131,131,130,130,132,"Y",87.3333333333333,87.3333333333333,86.6666666666667,86.6666666666667,85.3333333333333,2.66666666666667
"4948",6022560,"PUBLIC","635700","SANTA MONICA-MALIBU UNIFIED","SANTA MONICA","LOS ANGELES","GRANT ELEMENTARY",93,74,4,0,15,77,77,76,76,78,"Y",82.7956989247312,82.7956989247312,81.7204301075269,81.7204301075269,79.5698924731183,4.3010752688172
"4949",6022578,"PUBLIC","635700","SANTA MONICA-MALIBU UNIFIED","SANTA MONICA","LOS ANGELES","JOHN MUIR ELEMENTARY",41,37,0,0,4,37,37,37,37,37,"Y",90.2439024390244,90.2439024390244,90.2439024390244,90.2439024390244,90.2439024390244,0
"4950",6022594,"PUBLIC","635700","SANTA MONICA-MALIBU UNIFIED","SANTA MONICA","LOS ANGELES","MCKINLEY ELEMENTARY",83,75,4,0,4,79,79,76,78,79,"Y",95.1807228915663,95.1807228915663,91.566265060241,93.9759036144578,90.3614457831325,4.81927710843374
"4951",6022602,"PUBLIC","635700","SANTA MONICA-MALIBU UNIFIED","MALIBU","LOS ANGELES","POINT DUME ELEMENTARY",40,31,2,0,7,31,31,32,32,31,"Y",77.5,77.5,80,80,77.5,5
"4952",6022610,"PUBLIC","635700","SANTA MONICA-MALIBU UNIFIED","SANTA MONICA","LOS ANGELES","ROOSEVELT ELEMENTARY",136,109,11,0,16,117,115,113,113,120,"Y",86.0294117647059,84.5588235294118,83.0882352941177,83.0882352941177,80.1470588235294,8.08823529411765
"4953",6022636,"PUBLIC","635700","SANTA MONICA-MALIBU UNIFIED","MALIBU","LOS ANGELES","WEBSTER ELEMENTARY",61,35,6,0,20,38,37,35,41,41,"Y",62.2950819672131,60.655737704918,57.3770491803279,67.2131147540984,57.3770491803279,9.83606557377049
"4954",6022644,"PUBLIC","635700","SANTA MONICA-MALIBU UNIFIED","SANTA MONICA","LOS ANGELES","WILL ROGERS ELEMENTARY",126,97,0,0,29,97,97,97,97,97,"Y",76.984126984127,76.984126984127,76.984126984127,76.984126984127,76.984126984127,0
"4955",6093538,"PUBLIC","635700","SANTA MONICA-MALIBU UNIFIED","SANTA MONICA","LOS ANGELES","SANTA MONICA ALTERNATIVE (K-8)",25,16,2,0,7,17,17,17,17,18,"Y",68,68,68,68,64,8
"4956",107391,"PUBLIC","635790","SANTA RITA UNION ELEMENTARY","SALINAS","MONTEREY","NEW REPUBLIC ELEMENTARY",92,90,1,1,0,90,90,91,90,91,"Y",97.8260869565217,97.8260869565217,98.9130434782609,97.8260869565217,97.8260869565217,1.08695652173913
"4957",6026652,"PUBLIC","635790","SANTA RITA UNION ELEMENTARY","SALINAS","MONTEREY","LA JOYA ELEMENTARY",78,76,1,0,1,77,77,77,76,77,"Y",98.7179487179487,98.7179487179487,98.7179487179487,97.4358974358974,97.4358974358974,1.28205128205128
"4958",6026660,"PUBLIC","635790","SANTA RITA UNION ELEMENTARY","SALINAS","MONTEREY","SANTA RITA ELEMENTARY",103,86,17,0,0,95,91,99,96,100,"Y",92.2330097087379,88.3495145631068,96.1165048543689,93.2038834951456,83.495145631068,16.504854368932
"4959",6120224,"PUBLIC","635790","SANTA RITA UNION ELEMENTARY","SALINAS","MONTEREY","MCKINNON",67,61,6,0,0,61,63,65,67,67,"Y",91.044776119403,94.0298507462687,97.0149253731343,100,91.044776119403,8.95522388059701
"4960",113530,"PUBLIC","635810","SANTA ROSA ELEMENTARY","SANTA ROSA","SONOMA","SANTA ROSA CHARTER SCHOOL FOR THE ARTS",44,27,13,0,4,36,37,37,39,38,"Y",81.8181818181818,84.0909090909091,84.0909090909091,88.6363636363636,61.3636363636364,29.5454545454545
"4961",125831,"PUBLIC","635810","SANTA ROSA ELEMENTARY","SANTA ROSA","SONOMA","SANTA ROSA FRENCH-AMERICAN CHARTER (SRFACS)",115,103,5,0,7,107,105,105,103,107,"Y",93.0434782608696,91.304347826087,91.304347826087,89.5652173913044,89.5652173913044,4.34782608695652
"4962",128074,"PUBLIC","635810","SANTA ROSA ELEMENTARY","SANTA ROSA","SONOMA","CESAR CHAVEZ LANGUAGE ACADEMY",58,56,0,0,2,56,56,56,56,56,"Y",96.551724137931,96.551724137931,96.551724137931,96.551724137931,96.551724137931,0
"4963",6052104,"PUBLIC","635810","SANTA ROSA ELEMENTARY","SANTA ROSA","SONOMA","BROOK HILL ELEMENTARY",99,95,3,1,0,97,97,96,98,98,"Y",97.979797979798,97.979797979798,96.969696969697,98.989898989899,95.959595959596,3.03030303030303
"4964",6052112,"PUBLIC","635810","SANTA ROSA ELEMENTARY","SANTA ROSA","SONOMA","LUTHER BURBANK ELEMENTARY",66,65,1,0,0,66,66,66,65,66,"Y",100,100,100,98.4848484848485,98.4848484848485,1.51515151515152
"4965",6052153,"PUBLIC","635810","SANTA ROSA ELEMENTARY","SANTA ROSA","SONOMA","ABRAHAM LINCOLN ELEMENTARY",53,50,3,0,0,52,52,52,53,52,"Y",98.1132075471698,98.1132075471698,98.1132075471698,100,94.3396226415094,5.66037735849057
"4966",6052161,"PUBLIC","635810","SANTA ROSA ELEMENTARY","SANTA ROSA","SONOMA","JAMES MONROE ELEMENTARY",84,84,0,0,0,84,84,84,84,84,"Y",100,100,100,100,100,0
"4967",6052179,"PUBLIC","635810","SANTA ROSA ELEMENTARY","SANTA ROSA","SONOMA","PROCTOR TERRACE ELEMENTARY",77,65,5,0,7,70,70,65,68,70,"Y",90.9090909090909,90.9090909090909,84.4155844155844,88.3116883116883,84.4155844155844,6.49350649350649
"4968",6052195,"PUBLIC","635810","SANTA ROSA ELEMENTARY","SANTA ROSA","SONOMA","STEELE LANE ELEMENTARY",86,86,0,0,0,86,86,86,86,86,"Y",100,100,100,100,100,0
"4969",6066385,"PUBLIC","635810","SANTA ROSA ELEMENTARY","SANTA ROSA","SONOMA","HELEN M. LEHMAN ELEMENTARY",105,103,2,0,0,104,105,103,105,105,"Y",99.047619047619,100,98.0952380952381,100,98.0952380952381,1.9047619047619
"4970",6095459,"PUBLIC","635810","SANTA ROSA ELEMENTARY","SANTA ROSA","SONOMA","HIDDEN VALLEY ELEMENTARY",114,108,1,0,5,108,109,109,109,109,"Y",94.7368421052632,95.6140350877193,95.6140350877193,95.6140350877193,94.7368421052632,0.87719298245614
"4971",6108500,"PUBLIC","635810","SANTA ROSA ELEMENTARY","SANTA ROSA","SONOMA","ALBERT F. BIELLA ELEMENTARY",84,83,0,1,0,83,83,83,83,83,"Y",98.8095238095238,98.8095238095238,98.8095238095238,98.8095238095238,98.8095238095238,0
"4972",6113278,"PUBLIC","635810","SANTA ROSA ELEMENTARY","SANTA ROSA","SONOMA","SANTA ROSA CHARTER",20,16,3,0,1,17,17,16,17,17,"Y",85,85,80,85,80,15
"4973",6116958,"PUBLIC","635810","SANTA ROSA ELEMENTARY","SANTA ROSA","SONOMA","KID STREET LEARNING CENTER CHARTER",20,20,0,0,0,20,20,20,20,20,"Y",100,100,100,100,100,0
"4974",6040349,"PUBLIC","635880","SANTEE","SANTEE","SAN DIEGO","CAJON PARK ELEMENTARY",109,100,0,0,9,100,100,100,100,100,"Y",91.743119266055,91.743119266055,91.743119266055,91.743119266055,91.743119266055,0
"4975",6040356,"PUBLIC","635880","SANTEE","SANTEE","SAN DIEGO","CARLTON HILLS ELEMENTARY",51,51,0,0,0,51,51,51,51,51,"Y",100,100,100,100,100,0
"4976",6040364,"PUBLIC","635880","SANTEE","SANTEE","SAN DIEGO","CHET F. HARRITT ELEMENTARY",60,59,0,0,1,59,59,59,59,59,"Y",98.3333333333333,98.3333333333333,98.3333333333333,98.3333333333333,98.3333333333333,0
"4977",6040372,"PUBLIC","635880","SANTEE","EL CAJON","SAN DIEGO","PEPPER DRIVE ELEMENTARY",118,111,4,0,3,111,111,111,115,115,"Y",94.0677966101695,94.0677966101695,94.0677966101695,97.4576271186441,94.0677966101695,3.38983050847458
"4978",6040380,"PUBLIC","635880","SANTEE","SANTEE","SAN DIEGO","PRIDE ACADEMY AT PROSPECT AVENUE",72,70,0,1,1,70,70,70,70,70,"Y",97.2222222222222,97.2222222222222,97.2222222222222,97.2222222222222,97.2222222222222,0
"4979",6040406,"PUBLIC","635880","SANTEE","SANTEE","SAN DIEGO","SYCAMORE CANYON ELEMENTARY",43,41,0,0,2,41,41,41,41,41,"Y",95.3488372093023,95.3488372093023,95.3488372093023,95.3488372093023,95.3488372093023,0
"4980",6068159,"PUBLIC","635880","SANTEE","SANTEE","SAN DIEGO","CARLTON OAKS ELEMENTARY",69,66,1,0,2,67,67,66,67,66,"Y",97.1014492753623,97.1014492753623,95.6521739130435,97.1014492753623,95.6521739130435,1.44927536231884
"4981",6085153,"PUBLIC","635880","SANTEE","SANTEE","SAN DIEGO","RIO SECO ELEMENTARY",102,101,1,0,0,101,101,101,102,102,"Y",99.0196078431373,99.0196078431373,99.0196078431373,100,99.0196078431373,0.980392156862745
"4982",6085161,"PUBLIC","635880","SANTEE","SANTEE","SAN DIEGO","HILL CREEK ELEMENTARY",72,66,1,0,5,66,67,67,66,67,"Y",91.6666666666667,93.0555555555556,93.0555555555556,91.6666666666667,91.6666666666667,1.38888888888889
"4983",6049068,"PUBLIC","635910","SARATOGA UNION ELEMENTARY","SARATOGA","SANTA CLARA","ARGONAUT ELEMENTARY",58,56,1,0,1,57,56,57,56,57,"Y",98.2758620689655,96.551724137931,98.2758620689655,96.551724137931,96.551724137931,1.72413793103448
"4984",6049084,"PUBLIC","635910","SARATOGA UNION ELEMENTARY","SARATOGA","SANTA CLARA","FOOTHILL ELEMENTARY",41,39,0,0,2,39,39,39,39,39,"Y",95.1219512195122,95.1219512195122,95.1219512195122,95.1219512195122,95.1219512195122,0
"4985",6049100,"PUBLIC","635910","SARATOGA UNION ELEMENTARY","SARATOGA","SANTA CLARA","SARATOGA ELEMENTARY",62,60,2,0,0,62,62,61,61,62,"Y",100,100,98.3870967741936,98.3870967741936,96.7741935483871,3.2258064516129
"4986",108597,"PUBLIC","635970","SAUGUS UNION","VALENCIA","LOS ANGELES","TESORO DEL VALLE ELEMENTARY",92,77,8,5,2,77,78,82,85,85,"Y",83.695652173913,84.7826086956522,89.1304347826087,92.3913043478261,83.695652173913,8.69565217391304
"4987",119230,"PUBLIC","635970","SAUGUS UNION","VALENCIA","LOS ANGELES","WEST CREEK ACADEMY",73,66,4,0,3,67,67,68,69,69,"Y",91.7808219178082,91.7808219178082,93.1506849315068,94.5205479452055,90.4109589041096,5.47945205479452
"4988",6022651,"PUBLIC","635970","SAUGUS UNION","CANYON COUNTRY","LOS ANGELES","CEDARCREEK ELEMENTARY",97,81,0,0,16,81,81,81,81,81,"Y",83.5051546391753,83.5051546391753,83.5051546391753,83.5051546391753,83.5051546391753,0
"4990",6022685,"PUBLIC","635970","SAUGUS UNION","CANYON COUNTRY","LOS ANGELES","RIO VISTA ELEMENTARY",94,84,10,0,0,87,91,88,93,93,"Y",92.5531914893617,96.8085106382979,93.6170212765958,98.936170212766,89.3617021276596,10.6382978723404
"4991",6022693,"PUBLIC","635970","SAUGUS UNION","SAUGUS","LOS ANGELES","ROSEDELL ELEMENTARY",91,88,0,1,2,88,88,88,88,88,"Y",96.7032967032967,96.7032967032967,96.7032967032967,96.7032967032967,96.7032967032967,0
"4992",6022701,"PUBLIC","635970","SAUGUS UNION","SAUGUS","LOS ANGELES","SANTA CLARITA ELEMENTARY",41,34,5,0,2,34,35,35,39,39,"Y",82.9268292682927,85.3658536585366,85.3658536585366,95.1219512195122,82.9268292682927,12.1951219512195
"4993",6022727,"PUBLIC","635970","SAUGUS UNION","CANYON COUNTRY","LOS ANGELES","SKYBLUE MESA ELEMENTARY",55,51,1,0,3,51,51,52,52,52,"Y",92.7272727272727,92.7272727272727,94.5454545454545,94.5454545454545,92.7272727272727,1.81818181818182
"4994",6068860,"PUBLIC","635970","SAUGUS UNION","SAUGUS","LOS ANGELES","HIGHLANDS ELEMENTARY",106,90,9,7,0,93,90,91,98,99,"Y",87.7358490566038,84.9056603773585,85.8490566037736,92.4528301886792,84.9056603773585,8.49056603773585
"4995",6106876,"PUBLIC","635970","SAUGUS UNION","VALENCIA","LOS ANGELES","CHARLES HELMERS ELEMENTARY",108,87,19,0,2,89,87,90,100,102,"Y",82.4074074074074,80.5555555555556,83.3333333333333,92.5925925925926,80.5555555555556,17.5925925925926
"4997",6112528,"PUBLIC","635970","SAUGUS UNION","SAUGUS","LOS ANGELES","MOUNTAINVIEW ELEMENTARY",90,79,8,0,3,82,83,85,86,87,"Y",91.1111111111111,92.2222222222222,94.4444444444444,95.5555555555556,87.7777777777778,8.88888888888889
"4998",6115513,"PUBLIC","635970","SAUGUS UNION","SAUGUS","LOS ANGELES","PLUM CANYON ELEMENTARY",81,73,3,0,5,74,74,76,75,76,"Y",91.358024691358,91.358024691358,93.8271604938272,92.5925925925926,90.1234567901235,3.7037037037037
"4999",6116495,"PUBLIC","635970","SAUGUS UNION","VALENCIA","LOS ANGELES","NORTH PARK ELEMENTARY",86,85,0,0,1,85,85,85,85,85,"Y",98.8372093023256,98.8372093023256,98.8372093023256,98.8372093023256,98.8372093023256,0
"5000",6120257,"PUBLIC","635970","SAUGUS UNION","SANTA CLARITA","LOS ANGELES","BRIDGEPORT ELEMENTARY",106,100,0,0,6,100,100,100,100,100,"Y",94.3396226415094,94.3396226415094,94.3396226415094,94.3396226415094,94.3396226415094,0
"5001",6024889,"PUBLIC","636000","SAUSALITO MARIN CITY","SAUSALITO","MARIN","BAYSIDE",27,16,11,0,0,23,22,21,26,24,"Y",85.1851851851852,81.4814814814815,77.7777777777778,96.2962962962963,59.2592592592593,40.7407407407407
"5002",6118491,"PUBLIC","636000","SAUSALITO MARIN CITY","SAUSALITO","MARIN","WILLOW CREEK ACADEMY",48,35,12,0,1,44,42,42,45,42,"Y",91.6666666666667,87.5,87.5,93.75,72.9166666666667,25
"5003",6030456,"PUBLIC","636030","SAVANNA ELEMENTARY","ANAHEIM","ORANGE","CERRITOS ELEMENTARY",86,70,16,0,0,70,73,74,84,84,"Y",81.3953488372093,84.8837209302326,86.046511627907,97.6744186046512,81.3953488372093,18.6046511627907
"5004",6030464,"PUBLIC","636030","SAVANNA ELEMENTARY","ANAHEIM","ORANGE","HANSEN ELEMENTARY",131,118,13,0,0,120,122,121,131,131,"Y",91.6030534351145,93.1297709923664,92.3664122137405,100,90.0763358778626,9.9236641221374
"5005",6030472,"PUBLIC","636030","SAVANNA ELEMENTARY","BUENA PARK","ORANGE","HOLDER ELEMENTARY",78,69,9,0,0,72,71,72,77,78,"Y",92.3076923076923,91.025641025641,92.3076923076923,98.7179487179487,88.4615384615385,11.5384615384615
"5006",6030506,"PUBLIC","636030","SAVANNA ELEMENTARY","ANAHEIM","ORANGE","TWILA REID ELEMENTARY",114,101,12,0,1,101,101,103,108,110,"Y",88.5964912280702,88.5964912280702,90.3508771929825,94.7368421052632,88.5964912280702,10.5263157894737
"5007",6008155,"PUBLIC","636100","SCOTIA UNION ELEMENTARY","SCOTIA","HUMBOLDT","STANWOOD A. MURPHY ELEMENTARY",22,19,2,0,1,19,19,20,20,20,"Y",86.3636363636364,86.3636363636364,90.9090909090909,90.9090909090909,86.3636363636364,9.09090909090909
"5008",120121,"PUBLIC","636180","SEBASTOPOL UNION ELEMENTARY","SEBASTOPOL","SONOMA","REACH",13,4,9,0,0,5,4,5,4,4,"Y",38.4615384615385,30.7692307692308,38.4615384615385,30.7692307692308,30.7692307692308,69.2307692307692
"5009",6052211,"PUBLIC","636180","SEBASTOPOL UNION ELEMENTARY","SEBASTOPOL","SONOMA","BROOK HAVEN ELEMENTARY",19,15,1,0,3,15,15,15,15,15,"Y",78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,78.9473684210526,5.26315789473684
"5010",6052229,"PUBLIC","636180","SEBASTOPOL UNION ELEMENTARY","SEBASTOPOL","SONOMA","PARK SIDE ELEMENTARY",48,42,0,0,6,42,42,42,42,42,"Y",87.5,87.5,87.5,87.5,87.5,0
"5011",6113039,"PUBLIC","636180","SEBASTOPOL UNION ELEMENTARY","SEBASTOPOL","SONOMA","SEBASTOPOL INDEPENDENT CHARTER",44,10,1,0,33,10,10,10,10,10,"Y",22.7272727272727,22.7272727272727,22.7272727272727,22.7272727272727,22.7272727272727,2.27272727272727
"5012",6008643,"PUBLIC","636210","SEELEY UNION ELEMENTARY","SEELEY","IMPERIAL","SEELEY ELEMENTARY",61,53,7,0,1,55,55,53,60,59,"Y",90.1639344262295,90.1639344262295,86.8852459016393,98.3606557377049,86.8852459016393,11.4754098360656
"5013",6007231,"PUBLIC","636270","SELMA UNIFIED","SELMA","FRESNO","ANDREW JACKSON ELEMENTARY",90,89,0,1,0,89,89,89,89,89,"Y",98.8888888888889,98.8888888888889,98.8888888888889,98.8888888888889,98.8888888888889,0
"5014",6007256,"PUBLIC","636270","SELMA UNIFIED","SELMA","FRESNO","ERIC WHITE ELEMENTARY",66,65,0,0,1,65,65,65,65,65,"Y",98.4848484848485,98.4848484848485,98.4848484848485,98.4848484848485,98.4848484848485,0
"5015",6007272,"PUBLIC","636270","SELMA UNIFIED","SELMA","FRESNO","GEORGE WASHINGTON ELEMENTARY",102,99,3,0,0,99,99,99,99,99,"Y",97.0588235294118,97.0588235294118,97.0588235294118,97.0588235294118,97.0588235294118,2.94117647058824
"5016",6007280,"PUBLIC","636270","SELMA UNIFIED","SELMA","FRESNO","INDIANOLA ELEMENTARY",60,59,0,0,1,59,59,59,59,59,"Y",98.3333333333333,98.3333333333333,98.3333333333333,98.3333333333333,98.3333333333333,0
"5017",6007298,"PUBLIC","636270","SELMA UNIFIED","SELMA","FRESNO","JAMES GARFIELD ELEMENTARY",30,30,0,0,0,30,30,30,30,30,"Y",100,100,100,100,100,0
"5018",6007314,"PUBLIC","636270","SELMA UNIFIED","SELMA","FRESNO","THEODORE ROOSEVELT ELEMENTARY",90,89,1,0,0,89,89,89,89,89,"Y",98.8888888888889,98.8888888888889,98.8888888888889,98.8888888888889,98.8888888888889,1.11111111111111
"5019",6007322,"PUBLIC","636270","SELMA UNIFIED","SELMA","FRESNO","TERRY ELEMENTARY",29,29,0,0,0,29,29,29,29,29,"Y",100,100,100,100,100,0
"5020",6007348,"PUBLIC","636270","SELMA UNIFIED","SELMA","FRESNO","WOODROW WILSON ELEMENTARY",60,58,2,0,0,60,60,59,59,60,"Y",100,100,98.3333333333333,98.3333333333333,96.6666666666667,3.33333333333333
"5021",6010037,"PUBLIC","636330","SEMITROPIC ELEMENTARY","WASCO","KERN","SEMITROPIC ELEMENTARY",40,40,0,0,0,40,40,40,40,40,"Y",100,100,100,100,100,0
"5023",6010805,"PUBLIC","636420","SHAFFER UNION ELEMENTARY","LITCHFIELD","LASSEN","SHAFFER ELEMENTARY",23,12,11,0,0,13,13,12,19,19,"Y",56.5217391304348,56.5217391304348,52.1739130434783,82.6086956521739,52.1739130434783,47.8260869565217
"5024",6043343,"PUBLIC","636450","SHANDON JOINT UNIFIED","SHANDON","SAN LUIS OBISPO","SHANDON ELEMENTARY",28,24,3,1,0,25,26,25,25,27,"Y",89.2857142857143,92.8571428571429,89.2857142857143,89.2857142857143,85.7142857142857,10.7142857142857
"5025",6050546,"PUBLIC","636570","SHASTA UNION ELEMENTARY","SHASTA","SHASTA","SHASTA ELEMENTARY SCHOOL",23,14,0,0,9,14,14,14,14,14,"Y",60.8695652173913,60.8695652173913,60.8695652173913,60.8695652173913,60.8695652173913,0
"5026",6053045,"PUBLIC","636660","SHILOH ELEMENTARY","MODESTO","STANISLAUS","SHILOH ELEMENTARY",14,14,0,0,0,14,14,14,14,14,"Y",100,100,100,100,100,0
"5027",6024921,"PUBLIC","636670","SHORELINE UNIFIED","TOMALES","MARIN","TOMALES ELEMENTARY",19,19,0,0,0,19,19,19,19,19,"Y",100,100,100,100,100,0
"5028",6024947,"PUBLIC","636670","SHORELINE UNIFIED","INVERNESS","MARIN","INVERNESS ELEMENTARY",18,12,4,0,2,13,14,14,14,14,"Y",72.2222222222222,77.7777777777778,77.7777777777778,77.7777777777778,66.6666666666667,22.2222222222222
"5029",6050629,"PUBLIC","636780","SIERRA-PLUMAS JOINT UNIFIED","LOYALTON","SIERRA","LOYALTON ELEMENTARY",23,23,0,0,0,23,23,23,23,23,"Y",100,100,100,100,100,0
"5030",6009294,"PUBLIC","636800","SIERRA SANDS UNIFIED","RIDGECREST","KERN","PIERCE ELEMENTARY",56,37,17,0,2,39,39,39,45,47,"Y",69.6428571428571,69.6428571428571,69.6428571428571,80.3571428571429,66.0714285714286,30.3571428571429
"5031",6009328,"PUBLIC","636800","SIERRA SANDS UNIFIED","RIDGECREST","KERN","RICHMOND ELEMENTARY",71,53,11,0,7,57,58,55,62,62,"Y",80.2816901408451,81.6901408450704,77.4647887323944,87.3239436619718,74.6478873239437,15.4929577464789
"5032",6009609,"PUBLIC","636800","SIERRA SANDS UNIFIED","INYOKERN","KERN","INYOKERN ELEMENTARY",29,23,4,0,2,24,24,23,27,27,"Y",82.7586206896552,82.7586206896552,79.3103448275862,93.1034482758621,79.3103448275862,13.7931034482759
"5033",6009625,"PUBLIC","636800","SIERRA SANDS UNIFIED","RIDGECREST","KERN","LAS FLORES ELEMENTARY",126,91,33,0,2,102,91,95,118,118,"Y",80.952380952381,72.2222222222222,75.3968253968254,93.6507936507936,72.2222222222222,26.1904761904762
"5034",6009633,"PUBLIC","636800","SIERRA SANDS UNIFIED","RIDGECREST","KERN","FALLER ELEMENTARY",75,55,15,0,5,62,58,55,62,63,"Y",82.6666666666667,77.3333333333333,73.3333333333333,82.6666666666667,73.3333333333333,20
